identifier	abstract	labels
7e1a5359d3adf39ecfcea69dfb87e60b944df17482703bc3f88913196b53bfd6	 L’objectif de la présente étude était de déterminer les effets du propofol sur la concentration alvéolaire minimale de sevoflurane requise pour empêcher les mouvements moteurs (MAC NM ) chez des chiens soumis à un stimulus délétère en utilisant un modèle expérimental croisé aléatoire. Six chiens Beagle adultes et en santé (9,2 ± 1,3 kg) ont été utilisés. Les chiens étaient anesthésiés avec du sevoflurane à trois occasions, à une semaine d’intervalle, et la valeur de base de MAC NM (MAC NM-B ) déterminée à chaque occasion. Les traitements de propofol furent administrés à une dose d’attaque (LD) et un taux d’infusion constant (CRI) comme suit: Traitement 1 (T1) était de 2 mg/kg de poids corporel (BW) et 4,5 mg/kg BW par heure; T2 était de 4 mg/kg BW et 9 mg/kg BW par heure; T3 était de 8 mg/kg BW et 18 mg/kg BW par heure, respectivement. La détermination de la MAC NM du traitement (MAC NM-T ) fut initiée 60 min après le début du CRI. Deux échantillons de sang veineux furent prélevés et combinés à chaque mesure de MAC NM-T pour mesurer la concentration sanguine de propofol par une méthode de chromatographie à haute performance en phase liquide (HPLC). Les données furent analysées par un modèle mixte d’ANOVA et sont présentées sous forme du moindre carré (LSM) ± écart-type (SEM).Les infusions de propofol variant entre 4,5 à 18 mg/kg BW par heure ont résulté en des concentrations sanguines moyennes entre 1,3 et 4,4 μg/mL, et diminuèrent ( P < 0,05) la MAC NM de sevoflurane d’une manière dépendante de la concentration. Le pourcentage de diminution de MAC NM était de 20,5 %, 43,0 % et 68,3 %, avec des concentrations sanguines de propofol correspondantes de 1,3 ± 0,3 μg/mL, 2,5 ± 0,3 μg/mL, et 4,4 ± 0,3 μg/mL, pour T1, T2 et T3, respectivement. Les concentrations veineuses en propofol étaient fortement corrélées ( r = 0,855, P < 0,0001) avec la diminution de MAC NM . Chez les chiens, le propofol a diminué la MAC NM du sevoflurane de manière dépendante de la concentration.(Traduit par Docteur Serge Messier). 	pharmacology
c5be862d06ce67b9ab92e474029136021a8a8275e4021539250dcd600a884c7c	 OBJECTIF: il est de connaissance notoire que les cheveux abîmés présentent une structure interne en partie endommagée et des différences dans leurs propriétés d’absorption et de désorption de l’eau. Ces dernières années, des rapports ont fait état du rôle important joué par les lipides internes dans l’adsorption et la désorption de l’eau sur les cheveux. Par conséquent, nous étudions l’existence d’un lien éventuel entre la répartition de l’eau dans les cheveux et la quantité de lipides internes. MÉTHODES: pour étudier l’effet des lipides internes sur la répartition de l’eau, nous préparons des échantillons de cheveux humains caractérisés ou non par une carence partielle en lipides internes. Les lipides internes ont été éliminés à l’aide d’acide formique. L’étude de la répartition de D2O dans les cheveux passe par la technique de diffusion de neutrons aux petits angles (SANS), dans les conditions humides et sèches correspondant à chaque échantillon de cheveux. RÉSULTATS: les données obtenues par la technique SANS révèlent, pour les cheveux traités à l’acide formique, une tendance moindre aux clusters d’eau de 40 ångströms périodiquement présents le long de l’axe des fibres en condition humide. En revanche, en condition sèche, aucune différence n’a été observée dans la répartition de l’eau entre les échantillons. CONCLUSION: ces observations auraient pour cause la réduction des clusters d’eau de 40 ångströms présents sur les composants éliminés par le traitement à l’acide formique, en particulier sur les tissus des composants hydrophobes (les lipides). Par conséquent, des précisions ont été apportées sur la forte implication des lipides internes dans l’état de répartition de l’eau sur les cheveux dans des conditions humides. 	chemistry
08dbb5cb52cdf195a9bb67925f20f53e277d9e2e3cac41ae49fb650f481f1dbc	 Evaluer l'acceptabilité et la sécurité de l'ablation thermique (AT) pour le traitement des lésions cervicales précancéreuses chez les femmes au Honduras. MÉTHODES: Les femmes éligibles, portant le virus du papillome humain (VPH) et avec une inspection visuelle positive au test de dépistage à l'acide acétique (IVA) ont reçu une AT. Après le traitement, les femmes ont estimé le niveau de douleur ressenti au cours du traitement à l'aide de l’échelle d'évaluation de la douleur Wong-Baker FACES® de 0 à 10. Les résultats de sécurité à court terme pouvant nécessiter une attention médicale ont été évalués un mois après le traitement. RÉSULTATS: 319 femmes ont reçu un traitement d’AT. L’estimation moyenne de la douleur était de 2,5 (IC95%: 2,3-2,8) et 85% estimaient que leur niveau de douleur était inférieur à 6. Aucune différence significative dans la douleur faible (moins de 6) ou élevée (6 et plus) n’a été constatée en fonction de l’âge ou du nombre de biopsies réalisées, mais il y avait une différence significative selon le nombre d'applications d’AT (P < 0,01). Lorsqu'on leur a demandé si elles recommanderaient ce traitement, toutes les femmes ont répondu qu'elles le feraient. Lors de la visite de suivi à un mois, les malaises les plus fréquents signalés étaient les saignements (10%) et les crampes (8,4%). Onze femmes ont rapporté des douleurs sévères dans le bas de l'abdomen et aucune n'a nécessité de soins médicaux. L'AT est sûre et acceptable pour les patientes comme option de traitement pour les lésions cervicales précancéreuses dans les régions à faibles ressources. 	surgery
e254207575ebed6f847f25d9de109479d748e30116ba5424ba2deb9e75dd9ddc	 L’impact de la correction chirurgicale d’une déficience du ligament croisé crânial du genou (CCDS) sur la cinématique du grasset canin a été peu étudié. La technique de restauration du ligament croisé crânial (CCL) appelée ‘Tightrope’ (TR) a été proposée pour restaurer la cinématique 3D lors de CCDS en utilisant des points isométriques. Nous avons émis l’hypothèse que la technique TR restaurerait la cinématique 3D d’origine du grasset dans notre modèle. Dix membres pelviens ont été utilisés avec un appareil préalablement validé. Trois conditions expérimentales furent évaluées : i) grasset intact, ii) transsection du ligament croisé crânial (CCLt), et iii) CCLt stabilisé par TR; et les données de cinématique furent enregistrées. La technique TR lors de CCL n’a pas limité la flexion sagittale. Cette technique neutralisait la rotation interne sans restaurer les courbes d’origine, mais elle ne restaurait pas l’abduction, ni ne neutralisait ou restaurait une translation crâniale, mais elle a restauré les translations latéro-médiale et proximo-distale. Dans notre modèle, la technique TR sans préconditionnement des bandes FiberTape n’a pas restauré la cinématique 3D d’origine et une translation crâniale résiduelle pourrait résulter en des déchirures fréquentes du ménisque.(Traduit par Docteur Serge Messier). 	veterinary|surgery
2d5b109e6f12a7e007880badc669160c938185bd65672fe05918a7263c3235f0	 Les objectifs primaires de la présente étude étaient d’estimer la prévalence de Campylobacter fetus ssp. venerealis (Cfv) et Tritrichomonas foetus chez des taureaux reproducteurs d’une cohorte sentinelle issue de troupeaux vache-veau dans l’ouest canadien et d’estimer l’association entre un test positif et la non-gestation. L’objectif final était d’évaluer l’application de ces tests lors de : i) vérification des taureaux en absence d’un problème reconnu avec les performances de reproduction, et ii) épreuve diagnostique en présence de faibles taux de gestation. La prévalence apparente brute des taureaux pour Cfv était de 1,1 % [intervalle de confiance (IC) 95 % : 0,5 % à 2,1 %; 8/735] et la prévalence pour les troupeaux était de 2,6 % (IC 95 % : 0,3 % à 9,0 %; 2/78). La prévalence apparente brute des taureaux pour T. foetus était < 0,001 % (IC 95 % : 0,0 % à 0,5 %; 0/735) et la prévalence pour les troupeaux était < 0,001 % (IC 95 % 0,0 % à 4,6 %; 0/78). Les vaches provenant de troupeaux où au moins un taureau s’était avéré positif pour Cfv étaient 2,35 fois plus susceptibles (IC 95 % : 1,01 à 5,48; P = 0,047) de ne pas être gestante que celles provenant de troupeaux sans aucun taureau positif. L’analyse par réaction d’amplification en chaine par la polymérase de matériel prépucial prélevé dans de la saline tamponnée était recommandée pour vérifier la présence de T. foetus lorsque la probabilité d’infection pré-test était > 1 %. Le même type d’analyse pour Cfv n’était pas recommandé pour la vérification des troupeaux à risque modéré et faible étant donné le risque élevé de faux positifs. Les tests pour T. foetus et Cfv peuvent être utilisés pour investiguer les troupeaux avec des problèmes de reproduction en même temps que les autres facteurs de risque sont éliminés. Toutefois, indépendamment du type de test utilisé trois tests négatifs sont requis pour éliminer la possibilité de l’infection dans les situations à risque élevé.(Traduit par Docteur Serge Messier). 	microbiology|veterinary|parasitology
b3abc4e56b47ad9f04aeda131b9cb7fa261c30083b22946029cd7f0d27a7746f	 Nous avons évalué la valeur pronostique des anomalies structurelles et de la vasodilatation coronaire chez les patients diabétiques qui nous ont été envoyé pour un examen TEP/TDM pour suspicion de maladie artérielle coronaire (MAC). MéTHODES: Nous avons étudié 451 diabétiques et 451 non-diabétiques sans MAC manifeste et avec une perfusion myocardique normale. Le débit sanguin myocardique (DSM) a été calculé sur bases des images TEP/TDM de repos et de stress. La réserve de perfusion myocardique (RPM) a été définie comme le rapport entre l’hyperémie myocardique et la perfusion myocardique de base et a été considérée comme réduite avec un rapport inferieur à 2. RéSULTATS: Au cours d’un suivi moyen de 44 mois, 33 événements cardiaques ont été enregistrés. Le nombre d’événements cardiaques annualisés (ECA) s’est avéré plus élevé chez les patients diabétiques que chez les patients non diabétiques (1,4% vs 0,3%, P <0,001). Les patients diabétiques dont la RPM était réduite ont montré un nombre d’ECA plus élevé que ceux dont la RPM était préservée (3,3% vs 0,4%, P <0,001). L’analyse statistique basée sur la méthode Cox a montré que, l’âge, l’IMC et la réduction de la RPM sont des paramètres indépendants chez les patients diabétiques. Les patients atteints de diabète avec une réduction de leur RPM ont eu une survie avec un nombre plus élevés d’événements cardiaques par rapport aux patients non diabétiques avec une RPM inferieure à 2 (P <.001). La survie sans événements cardiaques s’est révélée similaire chez les patients atteints de diabète avec une RPM normale et ceux sans diabète avec une RPM réduite. Dans cette étude, les patients diabétiques avec un MFR réduit ont eu une survie entachée d’un nombre plus important d’événements cardiaques par rapport aux diabétiques avec une réserve de perfusion myocardique préservée et aux patients non diabétiques. 	physiology
2b6d040a26a1f213185bbbc735e65fe613af6e8a3dc699cd47b988599e018198	 La transplantation rénale est le traitement de choix de l’insuffisance rénale terminale chez les patients éligibles à cet effet. Malheureusement, environ 20 % des receveurs d’une greffe rénale cadavérique doivent (re)débuter la dialyse 5 ans après la greffe. La transition de la greffe rénale à la dialyse est une période à haut risque de complications, mais les données relatives à ce sujet sont parcimonieuses. Cette étude rétrospective, provenant des centres de dialyse du canton de Vaud, a analysé les données cliniques des patients transplantés rénaux et leur prise en charge au moment du retour en dialyse, et dans l’année qui a suivi. Nos résultats montrent un taux élevé de complications, comme un début de dialyse en urgence, de multiples hospitalisations, une hypertension sévère et une dépression. Nous suggérons que la prise en charge de ces patients dans cette période soit revisitée. 	surgery
85b39c636f4d2ec4dde393acf3fba9d1eff63223f094314fd64838d6059e74eb	 Décrire la réception d'un diagnostic, de l’orientation et du traitement pour la dépression chez les personnes recevant un traitement antirétroviral (ART), présentant des symptômes dépressifs et fréquentant des cliniques de soins primaires en Afrique du Sud, et étudier les facteurs associés à la réception de ces éléments de soins. MÉTHODES: Il s'agit ici d'une analyse secondaire des données d'un essai contrôlé randomisé d'une intervention destinée à améliorer la détection et le traitement de la dépression chez les patients sous ART dans les soins primaires. Dans cette analyse, nous avons combiné les données transversales et longitudinales des bras d'intervention et témoin. En utilisant des modèles de régression et en ajustant la corrélation intra-grappes des résultats, nous avons étudié les associations entre les caractéristiques sociodémographiques, les symptômes dépressifs, le stress, l’invalidité et la stigmatisation, et la réception d'un diagnostic, d'une orientation et d'un traitement pour la dépression. RÉSULTATS: Sur 2.002 participants inscrits, 18% ont déclaré un diagnostic antérieur de dépression par un agent de santé et 10% ont déclaré avoir reçu des conseils d'un agent spécialisé pour la santé mentale. Le diagnostic, l'orientation et le conseil pendant la période de suivi ont été ciblés de manière appropriée, étant indépendamment plus fréquents chez les participants ayant des scores d'inscription plus élevés pour les symptômes dépressifs, le stress ou l’invalidité. Les participants ayant des scores de stigmatisation plus élevés à l'inscription étaient indépendamment moins susceptibles de recevoir des conseils. La privation socioéconomique sévère était courante mais n'était pas associée au traitement. Bien que la réception d'un diagnostic, l’orientation et le traitement de la dépression soient rares, ils semblaient bien ciblés. La privation socioéconomique n'était pas associée au traitement. 	psychology
f692fc40ed31e86c571603ff3f82f1b825c7092976a931d67e8e7f9f9d549775	 Propriétés psychométriques du questionnaire de théorie sociale cognitive (TSC) pour l’activité physique dans un échantillon de jeunes élèves filles iraniennes. La présente étude visait à examiner la validité et la fiabilité d’un questionnaire mis au point par des chercheurs, basé sur la TSC, et visant à évaluer le comportement de jeunes adolescentes iraniennes en matière d’activité physique. Les propriétés psychométriques du questionnaire de TSC pour l’activité physique dans un échantillon de jeunes élèves filles iraniennes ont été évaluées en déterminant sa validité apparente, sa validité de contenu et de construit, ainsi que sa fiabilité. Afin d’évaluer la structure factorielle du questionnaire, une étude transversale a été conduite auprès de 400 lycéennes à Téhéran. L’index et le radio de validité de contenu, ainsi que le score d’impact du questionnaire de TSC pour l’activité physique dans un échantillon de jeunes élèves filles iraniennes, variaient de 0,97 à 1, de 0,91 à 1 et de 4,6 à 4,9 respectivement. L’analyse factorielle confirmatoire a validé une structure factorielle comprenant 6 aspects : l’auto-efficacité, l’auto-régulation, le soutien familial, le soutien social, l’attente du résultat et l’auto-efficacité pour dépasser les obstacles. La saturation factorielle, les valeurs de t et les indices d’ajustement ont montré que le modèle d’évaluation de la TSC était adapté aux données. Le coefficient α de Cronbach était compris entre 0,78 et 0,85 et le coefficient de corrélation intraclasse entre 0,73 et 0,90. 	psychology
9d63f6572ec7dbad4de5afd0226b7e0549ee37d7f15403bf4d406e60b4df093b	 Le vieillissement de la peau humaine affecte particulièrement les fibroblastes du derme papillaire suggérant que le derme papillaire représente une zone importante altérée par le vieillissement. A partir de ces résultats, nous avons étudié le potentiel effet anti-âge du rhamnose. Le potentiel effet anti-âge du rhamnose a été étudié in vitro en utilisant un modèle de peau reconstruite contenant des fibroblastes isolés à partir d'un donneur jeune et d'un donneur âgé et dans une étude clinique in vivo. RÉSULTATS: Nous avons observé un effet positif du rhamnose dans le compartiment épidermique et dermique de la peau reconstruite in vitro. En outre, nous avons pu montrer in vivo comme in vitro, un effet sur la production du collagène IV et du procollagène I. Le rhamnose a un effet bénéfique potentiel sur deux zones touchées par le vieillissement cutané, le derme papillaire et la jonction dermo-épidermique. 	pharmacology
939cff293cc0745bed1fed9f8c2f7148fdd4cf25f6d2205b3ba45c317630d954	 La Dehydroépiandrostérone sulfate (DHEAS) exerce des fonctions importantes dans le système nerveux central comme la modulation de la mort neuronale, le développement du cerveau, la cognition et le comportement. Cependant, très peu est connu concernant l’interaction de cette stéroïde avec les cellules gliales, en particulier celles formant les organes circumventriculaires (CVOs). La présente étude, d’une part, s’est focalisée sur l’évaluation du possible effet de la DHEAS sur l’organe sous commissural (SCO) chez le rat connu en tant qu’un des CVOs. L’organe sous commissural peut libérer une glycoprotéine de grand poids moléculaire nommée fibre de Reissner (RF) dans le liquide céphalorachidien (CSF) ; une activité sécrétoire remarquable. D’autre part, nous avons examiné l’innervation sérotoninérgique du noyau de Raphé dorsal (DRN) et l’éventuelle innervation du SCO. Nos données ont révélé une élévation significative de l’immunoréactivité à la RF dans le SCO après une seule injection i.p de la DHEAS à une dose de 5mg/kg B.W. une réduction de sérotonine (5-HT) dans le DRN et les fibres atteignant le SCO a été aussi observée. Les présentes données ont apporté une évidence d’un possible potentiel modulateur des neurostéroïdes, en particulier la DHEAS sur l’activité sécrétoire du SCO. Cette étude pourra ouvrir une nouvelle fenêtre pour une meilleure compréhension du rôle et de l’interaction des neurostéroïdes avec un des organes circumventriculaires les plus importants du cerveau des mammifères. 	physiology
51c3349d574eb0c46e85469e6c45f7701df40cd9c446845362b182b0b0805127	 Le diagnostic en laboratoire des œufs de Schistosoma mansoni est systématiquement effectué à l'aide de techniques quantitatives conventionnelles faisant appel à l'examen parasitologique de selles humaines. Cependant, la sensibilité diagnostique de ce type d'examen varie de faible à modérée. Nous avons voulu développer une nouvelle technique parasitologique appelée TF-Test Quantified (TFT-Quant), pour la détection quantitative des œufs de S. mansoni dans les selles humaines. MÉTHODES: Quatre étapes de l’étude ont été réalisées sur 43 souris infectées par des cercaires de S. mansoni. Ces expériences ont permis de définir un protocole opérationnel pour TFT-Quant et de comparer cette nouvelle technique à la technique classique Helm-Teste. RÉSULTATS: Les résultats montrent une bonne efficacité diagnostique de TFT-Quant, dont la sensibilité et la spécificité ont atteint 100%, ce qui indique une concordance kappa (k) «presque parfaite». Cette nouvelle technique a permis un gain quantitatif dans la détection des œufs de S. mansoni, largement exempts de débris fécaux. La prochaine étape de cette étude est la validation sur le terrain de la technique TFT-Quant avec l'utilisation d’échantillons de selles humaines provenant d'une région endémique pour la schistosomiase mansonique au Brésil (Microregion Jequitinhonha, dans l'Etat de Minas Gerais). Parallèlement à cette validation, des algorithmes informatiques de calcul seront développés pour permettre le diagnostic quantitatif automatisé des œufs de S. mansoni. 	parasitology
b2366999f82b63794730831a4b07f4c70906b9d2167af8bfce93171daf10a6ae	 La rougeole est une maladie que l’on pensait pouvoir reléguer aux annales de la médecine, suite au développement d’un vaccin efficace. On assiste pourtant à une recrudescence d’épidémies en Suisse comme ailleurs, avec un nombre record de cas cette année. Sur la base de deux cas montrant des décours très différents, nous discutons la maladie, sa clinique, ses complications, sa prise en charge et les défis que pose encore la réalisation d’une couverture vaccinale efficace au niveau régional comme global. 	etiology
4aab499422caf4ee96aa867f7316a19f4b2f4d4699fd9b6b13af2a048946619d	 Évaluation du stress au travail et de sa relation avec les facteurs de risque de maladies cardio-vasculaires dans un échantillon de conducteurs de bus en Égypte. La conduite de bus expose les conducteurs à de nombreux éléments stressants qui augmentent les facteurs de risque cardio-vasculaire. La présente étude avait pour objectif de mesurer la prévalence du stress au travail et son association avec les facteurs de risque des maladies cardio-vasculaires chez les conducteurs de bus en Égypte. Une étude transversale a été menée auprès de 234 conducteurs de bus au Caire (Égypte). Les données ont été recueillies sur une période de six mois, d'août 2016 à janvier 2017. La tension artérielle, le poids, la taille et la glycémie aléatoire ont été mesurés pour tous les conducteurs de l'étude. Le ratio durée/âge de conduite professionnelle a été calculé. Une comparaison entre les facteurs de risque cardio-vasculaire et le score de stress en milieu de travail a été établie. Les odds ratios non ajustés et ajustés et les intervalles de confiance à 95 % ont été calculés à l'aide de modèles de régression logistique. Une forte prévalence du stress au travail (83,3 %) a été constatée chez les conducteurs de bus. De plus, une prévalence élevée de facteurs de risque cardio-vasculaire, notamment le tabagisme (65,0 %), la sédentarité (93,6 %) et l'hypertension (33,3 %) a été observée. Après ajustement en fonction de l'âge et d'autres facteurs de confusion, les facteurs de risque associés au stress en milieu de travail étaient le surpoids ou l'obésité et l'hypertension. Il existe une association positive entre le stress en milieu de travail et un certain nombre de facteurs de risque cardio-vasculaire chez les conducteurs de bus en Égypte, notamment l'hypertension et le surpoids ou l'obésité. 	psychology|etiology
3fcfb52210ebcf7cd36c80dd7cabcf115363fa7a26b1b82999733cbe7d339ede	 Les plaintes neurocognitives chez les patients infectés par le VIH sont fréquentes, et diagnostiquer leur étiologie est complexe. En 2011, nous avons créé une plateforme ambulatoire Neuro-VIH permettant une évaluation multidisciplinaire (neuropsychologues, neurologues, psychiatres, infectiologues, neuroradiologues) de ces patients. Afin d’évaluer l’utilité de cette plateforme, une enquête téléphonique auprès des patients ainsi que de leurs médecins traitants a été effectuée. Trois quarts des patients et médecins interrogés la considèrent utile, voire indispensable. Malgré l’absence de traitement immédiat des troubles cognitifs, les patients disent que bénéficier de cette approche multidisciplinaire leur a permis de clarifier la nature de leurs troubles et de mieux faire face à leurs angoisses sur les plans privé et professionnel. 	virology
3f31b1ffc9b885697772f0a29c093bb67fab05917b63ab2fd9e1eec05c46eda6	 L’objectif de cette étude était de caractériser les mesures de pression artérielle (PA) obtenues en utilisant deux méthodes indirectes, l›oscillométrie et la sphygmomanométrie à ultrasons Doppler, chez des chèvres conscientes. L’accord entre la PA systolique produite par ces deux méthodes a ensuite été évalué. Soixante chèvres laitières âgées de 1,5 à 11,8 ans (médiane : 5,5 ans) ont été examinées en position debout avec un brassard placé sur la queue. Toutes les chèvres avaient une forme d’arthrite sévère de l’arthrite-encéphalite caprine. La moyenne de trois à cinq mesures répétées de chaque type de PA a été obtenue pour chaque chèvre et était considérée comme une mesure finale. Avec l’oscillométrie, la pression artérielle systolique (O-PAS), la pression artérielle diastolique et la tension artérielle moyenne, ainsi que la fréquence cardiaque (FC) ont été mesurées, seule la pression artérielle systolique a été mesurée par Doppler (D-PAS). L’O-PAS n’a pas de corrélation avec D-PAS [coefficient de corrélation (r) = 0,24, P = 0,067]; la différence moyenne (± écart type) était de 24,5 ± 26,3 mmHg et les limites d’accord étaient de −27,2 mmHg [intervalle de confiance à 95 % (IC) : −39,0, −15,4 mmHg] à 76,1 mmHg (IC à 95 % : 64,3, 87,9 mmHg). Aucune corrélation linéaire significative n’a été trouvée entre les PA et les FC ( r : −0,10 à 0,22) ou l’âge ( r : −0,26 à 0,07) des chèvres. L’étude a montré que, bien que la PA puisse être mesurée chez des chèvres conscientes en utilisant à la fois l’oscillométrie et la sphygmomanométrie à ultrasons Doppler, les résultats obtenus étaient si incohérents que ces méthodes ne pouvaient pas être utilisées de façon interchangeable.(Traduit par Docteur Serge Messier). 	physiology|veterinary
ede06671dcd05ba304ff11f536f860306c6a891ba5ab1b31058c883b10e334ef	 Objectif : Cette étude avait pour objectif de déterminer si une stratégie pédagogique sur le Web pouvait améliorer les connaissances maternelles en matière de complications placentaires de la grossesse et atténuer l’anxiété maternelle dans le cadre des grossesses exposées à des risques élevés. Méthodes : Tenue d’une étude prospective au sein de la Placenta Clinic du Mount Sinai Hospital à Toronto, en Ontario. Les habitudes d’utilisation d’Internet et les caractéristiques démographiques maternelles ont été consignées au cours de la consultation de départ avec la patiente. Les connaissances quant au placenta ont été déterminées au moyen d’évaluations illustrées et verbales structurées. Le six-item State-Trait Anxiety Inventory (STAI) a été administré pour évaluer l’anxiété maternelle de départ. Nous avons demandé aux femmes de consulter le site Web de la Placenta Clinic pendant un minimum de 15 minutes avant leur consultation de suivi; au cours de celle-ci, leurs connaissances quant au placenta ont été évaluées à nouveau et les évaluations STAI ont été menées une fois de plus. Résultats : Dix-huit femmes ont participé à l’étude. Au moment de la consultation de départ, les connaissances des patientes étaient généralement faibles (score médian de 10,5 sur un score maximal de 27, plage de 1 à 22), des déficits majeurs ayant été constatés en matière de connaissances de base quant au placenta, au placenta prævia/increta et à la prééclampsie. Au moment de la consultation de suivi, les connaissances quant au placenta présentaient une amélioration considérablement accrue (score médian de 23, plage de 10 à 27; P < 0,001). Le niveau de scolarité (études secondaires ou moins vs études postsecondaires ou plus) n’a exercé aucun effet sur l’état des connaissances au départ ni sur l’amélioration des connaissances. L’anxiété maternelle au départ (score médian de 12 sur un score maximal de 24, plage de 6 à 23) avait connu une baisse considérable au moment de la consultation de suivi (score médian de 8,5, plage de 6 à 20; P = 0,005). Conclusion : Les déficits en matière de connaissances maternelles quant aux complications placentaires de la grossesse chez les femmes enceintes exposées à des risques élevés étaient substantiels, mais facilement corrigeables au moyen d’une ressource pédagogique sur le Web axée sur la maladie. Cette intervention a mené à une amélioration significative des connaissances des patientes et à une baisse considérable de l’anxiété maternelle. 	psychology
76bfb600c4516f3b95d8663c30c5dd23a5394756e0aa2f2911ed25eab41527ab	 La dégénérescence maculaire liée à l’âge: La piste du fer. En raison de l’intense activité physiologique de la fonction visuelle, l’homéostasie du fer dans la rétine y est contrôlée localement. Sous l’effet de sa dérégulation (qui a des origines génétiques, environnementales, ou due au vieillissement), le fer libre s’accumule et devient, par ses propriétés oxydantes et inflammatoires, toxique, comme cela est observé au cours de la dégénérescence maculaire liée à l’âge (DMLA). Le rétablissement d’un métabolisme du fer équilibré est donc une possibilité thérapeutique. Néanmoins, la toxicité oculaire des chélateurs chimiques oriente les recherches vers des chélateurs biologiques naturels. Nos travaux montrent que la transferrine, le transporteur du fer, préserve la rétine des mécanismes associés à la DMLA. 	genetics|etiology|physiology
8f62f43186e5967d6a95535f0efdb4ceac0671138bab9aa3fe6dd946984d5e64	 Le syndrome dysgénésique et respiratoire du porc (SDRP) a un impact énorme sur l’industrie du porc en l’Amérique du Nord. Le diagnostic moléculaire de l’infection avec le virus du SDRP est entravée par sa diversité considérable. Dans cette étude, 43 amorces publiées antérieurement ou nouvellement développés pour RT-PCR en temps réel sans d’une sonde spécifique ont été évalués sur leur sensibilité, la spécificité, la reproductibilité et la répétabilité. Un groupe varié de 36 souches de virus du SDRP, d’autres virus appartenant au genre des arterivirus et les virus porcins indépendants a été utilisé. Trois paires d’amorces ont une excellente sensibilité de diagnostic and d’analyse qui équivaut à un test de référence basé sur des sondes. Ils avaient une spécificité absolue de génotype et des espèces du virus, et la reproductibilité et la répétabilité a été plus de 95 % sur une large plage dynamique.(Traduit par les auteurs). 	genetics|veterinary|virology
56352e1294fe12d597ff3b5045bbadadfcfc49bef47563795243de42462d5bce	 Les centres de traumatologie continuent d’évoluer au plan des soins cliniques et de leur impact sur la santé publique. Malgré certaines améliorations, les résultats pour les patients, le volume opératoire et par conséquent, le maintien des habiletés chirurgicales sont devenus un enjeu délicat. Nous avons voulu déterminer si les caractéristiques démographiques et les traitements en traumatologie ont évolué avec le temps dans un centre qui traite un volume élevé de cas. Nous avons eu recours au Registre albertain des traumatismes pour analyser toutes les admissions de grands blessés (indice de gravité des blessures [IGB] ≥ 12) au cours d’une période de 16 ans (1995–2011). Chez les 12 879 grands blessés ayant dû être hospitalisés, nous avons noté une augmentation selon un facteur de 1,5 du taux annuel d’admissions, malgré une normalisation de la population ( p = 0,001). Au cours de cet intervalle de 16 ans, les patients ont graduellement été plus âgés, et la mortalité ( p = 0,001) et la durée des séjours hospitaliers ( p = 0,007) ont subséquemment diminué. Chez les patients présentant les IGB les plus élevés (≥ 48), on n’a noté aucun changement de la mortalité (27 %, p = 0,26). En 2011, les chutes ont été la cause la plus fréquente des traumatismes, par rapport aux accidents de la route (41 % c. 23 %, p < 0,001), ce qui s’est révélé être un renversement complet par rapport à 1995 (25 % c. 41 %). Le nombre de blessures subies avec des véhicules motorisés récréatifs et des motocyclettes a aussi augmenté ( p < 0,001). Le nombre moyen d’interventions effectuées par les chirurgiens en traumatologie a diminué (laparotomies : 67 [17 %] en 1995 c. 47 [5 %] en 2011, p < 0,001). Le nombre de thoracotomies et de trachéotomies est resté inchangé ( p = 0,19). Les soins cliniques se sont améliorés malgré l’augmentation du volume global d’hospitalisations de patients grièvement blessés. Le nombre d’interventions chirurgicales effectuées par les chirurgiens en traumatologie continue de diminuer parallèlement à une évolution des causes de traumatismes. Malgré ces améliorations, le maintien des habiletés techniques des chirurgiens en traumatologie est devenu un enjeu important. 	surgery
2f0d2c960fd8c821152cc37b3d1c47c3469972cb0eb3f300b2b150b29d0b0118	 L'otite externe est une maladie multifactorielle fréquente chez le chien. La diversité du microbiote cutané chez le chien semble diminuer dans les états pathologiques. Cependant, on sait peu de chose sur le microbiote de l'oreille canine et comment il est altéré en fonction des maladies. HYPOTHÈSES/OBJECTIFS: Décrire le microbiote bactérien auriculaire des chiens avec otite externe comparé aux chiens sains. Des échantillons ont été prélevés de 18 chiens avec des signes cliniques et cytologiques d'otite externe et huit chiens cliniquement sains sans signe cytologique d'otite externe. MATÉRIEL ET MÉTHODE: L’ADN de chaque échantillon a été isolé et un séquençage a été réalisé par Illumina ® pour la région hypervariable V24 et les amplicons du gène 16S ARNr. Les séquences ont été réalisées à l'aide du logiciel MOTHUR. RÉSULTATS: Les bactéries de 27 phyla différents ont été identifiées. Les oreilles atteintes avaient une diversité alpha significativement plus basse comparée aux oreilles saines. La structure communautaire et l'appartenance différaient aussi entre les deux groupes. Une analyse discriminante linéaire de l'effet taille a identifié 153 OTUs (operational taxonomic units) qui étaient différentiellement abondant. Onze OTUs étaient surreprésentés dans les oreilles atteintes, dont Staphylococcus, Pseudomonas et Parvimonas. Le microbiote bactérien auriculaire est bien plus complexe que ce qui avait été mis en évidence par les études antérieures basées sur les cultures; l'otite externe est accompagnée par des différences larges et complexes du microbiote. 	genetics|microbiology|veterinary
